Age,Channel,Band,AbsMean_log10,AbsSD_log10,RelMean,RelSD
39,Cz,Total,0.915922,0.092590,NaN,NaN
39,C4,Delta,0.646943,0.058658,-1.202823,0.578021
39,C4,Theta,0.638368,0.064228,-1.379159,0.361713
39,C4,Alpha,0.713135,0.086250,-0.378967,0.623210
39,C4,Beta,0.585648,0.058139,-1.981439,0.470242
39,C4,Total,0.800624,0.062843,NaN,NaN
39,T8,Delta,0.642357,0.058710,-1.218916,0.573889
39,T8,Theta,0.636257,0.069618,-1.401426,0.375530
39,T8,Alpha,0.712803,0.090296,-0.373502,0.622011
39,T8,Beta,0.587424,0.066494,-1.933443,0.554986
39,T8,Total,0.800504,0.065916,NaN,NaN
39,P7,Delta,0.638263,0.053357,-1.523140,0.534024
39,P7,Theta,0.642509,0.064031,-1.494760,0.372350
39,P7,Alpha,0.734634,0.085356,-0.206907,0.607750
39,P7,Beta,0.616548,0.062420,-1.750883,0.564306
39,P7,Total,0.814231,0.062724,NaN,NaN
39,P3,Delta,0.626763,0.060097,-1.451442,0.540674
39,P3,Theta,0.633204,0.071096,-1.473024,0.360360
39,P3,Alpha,0.724383,0.095197,-0.236058,0.623568
39,P3,Beta,0.601888,0.065776,-1.790165,0.561750
39,P3,Total,0.803573,0.070366,NaN,NaN
39,Pz,Delta,0.672822,0.052350,-1.609604,0.673432
39,Pz,Theta,0.671074,0.066148,-1.649006,0.447077
39,Pz,Alpha,0.784675,0.096134,0.010995,0.704819
39,Pz,Beta,0.642466,0.061309,-1.926304,0.563728
39,Pz,Total,0.855591,0.069917,NaN,NaN
39,P4,Delta,0.662115,0.060244,-1.663832,0.740448
39,P4,Theta,0.660974,0.078327,-1.748858,0.457245
39,P4,Alpha,0.793376,0.111769,0.146861,0.786246
39,P4,Beta,0.629031,0.066375,-2.083956,0.606198
39,P4,Total,0.854226,0.081994,NaN,NaN
39,P8,Delta,0.740476,0.043406,-1.304940,0.580956
39,P8,Theta,0.747048,0.062130,-1.245697,0.428475
39,P8,Alpha,0.812567,0.090431,-0.332714,0.695983
39,P8,Beta,0.660913,0.062114,-2.165353,0.533582
39,P8,Total,0.899236,0.061318,NaN,NaN
39,O1,Delta,0.746530,0.042402,-1.358057,0.607115
39,O1,Theta,0.753278,0.058895,-1.310089,0.402746
39,O1,Alpha,0.826860,0.093200,-0.254280,0.696314
39,O1,Beta,0.672351,0.062815,-2.161545,0.523043
39,O1,Total,0.910440,0.062222,NaN,NaN
39,O2,Delta,0.733747,0.045403,-1.599728,0.716228
39,O2,Theta,0.736621,0.064286,-1.600597,0.487546
39,O2,Alpha,0.848751,0.103182,0.059925,0.781242
39,O2,Beta,0.680769,0.063956,-2.154259,0.548867
39,O2,Total,0.917700,0.070635,NaN,NaN
40,Fp1,Delta,0.710262,0.057634,-0.999534,0.620357
40,Fp1,Theta,0.684543,0.066401,-1.398121,0.364141
40,Fp1,Alpha,0.752794,0.095383,-0.478744,0.699139
40,Fp1,Beta,0.616036,0.063212,-2.120629,0.515650
40,Fp1,Total,0.847990,0.067065,NaN,NaN
40,Fp2,Delta,0.716439,0.062119,-0.978791,0.628586
40,Fp2,Theta,0.688884,0.066884,-1.401452,0.378074
40,Fp2,Alpha,0.755931,0.091998,-0.489014,0.712590
40,Fp2,Beta,0.618601,0.058982,-2.147547,0.511768
40,Fp2,Total,0.852908,0.065530,NaN,NaN
40,F7,Delta,0.703830,0.049578,-1.322300,0.608073
40,F7,Theta,0.710217,0.061513,-1.297958,0.390459
40,F7,Alpha,0.780219,0.093297,-0.322819,0.697015
40,F7,Beta,0.639248,0.063079,-2.063527,0.517084
40,F7,Total,0.866240,0.063822,NaN,NaN
40,F3,Delta,0.702209,0.046801,-1.328699,0.599601
40,F3,Theta,0.711477,0.062524,-1.292206,0.411233
40,F3,Alpha,0.781610,0.092145,-0.313932,0.690430
40,F3,Beta,0.637432,0.063527,-2.081131,0.536587
40,F3,Total,0.867236,0.062718,NaN,NaN
40,Fz,Delta,0.705929,0.046962,-1.472098,0.618514
40,Fz,Theta,0.711929,0.061719,-1.407459,0.397460
40,Fz,Alpha,0.798630,0.094957,-0.191482,0.686668
40,Fz,Beta,0.652684,0.065529,-2.006375,0.538368
40,Fz,Total,0.876682,0.065523,NaN,NaN
40,F4,Delta,0.709262,0.048303,-1.478253,0.627906
40,F4,Theta,0.716429,0.066548,-1.407373,0.424663
40,F4,Alpha,0.802809,0.099776,-0.186398,0.710191
40,F4,Beta,0.654849,0.070775,-2.029741,0.557749
40,F4,Total,0.881151,0.069714,NaN,NaN
40,F8,Delta,0.708347,0.054318,-1.648656,0.711623
40,F8,Theta,0.709893,0.069288,-1.640864,0.463508
40,F8,Alpha,0.827403,0.104520,0.060203,0.754579
40,F8,Beta,0.666877,0.070784,-2.031632,0.570067
40,F8,Total,0.894317,0.075697,NaN,NaN
40,T7,Delta,0.707614,0.052617,-1.619029,0.683470
40,T7,Theta,0.706294,0.069686,-1.640706,0.479282
40,T7,Alpha,0.825084,0.107343,0.055970,0.775511
40,T7,Beta,0.658755,0.069996,-2.085016,0.576820
40,T7,Total,0.890586,0.076144,NaN,NaN
40,C3,Delta,0.700185,0.062076,-1.895867,0.840304
40,C3,Theta,0.704738,0.075463,-1.908956,0.576516
40,C3,Alpha,0.861320,0.122704,0.413212,0.884580
40,C3,Beta,0.670713,0.073243,-2.237530,0.644871
40,C3,Total,0.912096,0.092897,NaN,NaN
40,Cz,Delta,0.701546,0.061391,-1.889459,0.830198
40,Cz,Theta,0.705842,0.077504,-1.938088,0.570854
40,Cz,Alpha,0.866821,0.122922,0.467177,0.878562
40,Cz,Beta,0.667772,0.072761,-2.315314,0.622679
40,Cz,Total,0.915922,0.092590,NaN,NaN
40,C4,Delta,0.646943,0.058658,-1.202823,0.578021
40,C4,Theta,0.638368,0.064228,-1.379159,0.361713
40,C4,Alpha,0.713135,0.086250,-0.378967,0.623210
40,C4,Beta,0.585648,0.058139,-1.981439,0.470242
40,C4,Total,0.800624,0.062843,NaN,NaN
40,T8,Delta,0.642357,0.058710,-1.218916,0.573889
40,T8,Theta,0.636257,0.069618,-1.401426,0.375530
40,T8,Alpha,0.712803,0.090296,-0.373502,0.622011
40,T8,Beta,0.587424,0.066494,-1.933443,0.554986
40,T8,Total,0.800504,0.065916,NaN,NaN
40,P7,Delta,0.638263,0.053357,-1.523140,0.534024
40,P7,Theta,0.642509,0.064031,-1.494760,0.372350
40,P7,Alpha,0.734634,0.085356,-0.206907,0.607750
40,P7,Beta,0.616548,0.062420,-1.750883,0.564306
40,P7,Total,0.814231,0.062724,NaN,NaN
40,P3,Delta,0.626763,0.060097,-1.451442,0.540674
40,P3,Theta,0.633204,0.071096,-1.473024,0.360360
40,P3,Alpha,0.724383,0.095197,-0.236058,0.623568
40,P3,Beta,0.601888,0.065776,-1.790165,0.561750
40,P3,Total,0.803573,0.070366,NaN,NaN
40,Pz,Delta,0.672822,0.052350,-1.609604,0.673432
40,Pz,Theta,0.671074,0.066148,-1.649006,0.447077
40,Pz,Alpha,0.784675,0.096134,0.010995,0.704819
40,Pz,Beta,0.642466,0.061309,-1.926304,0.563728
40,Pz,Total,0.855591,0.069917,NaN,NaN
40,P4,Delta,0.662115,0.060244,-1.663832,0.740448
40,P4,Theta,0.660974,0.078327,-1.748858,0.457245
40,P4,Alpha,0.793376,0.111769,0.146861,0.786246
40,P4,Beta,0.629031,0.066375,-2.083956,0.606198
40,P4,Total,0.854226,0.081994,NaN,NaN
40,P8,Delta,0.740476,0.043406,-1.304940,0.580956
40,P8,Theta,0.747048,0.062130,-1.245697,0.428475
40,P8,Alpha,0.812567,0.090431,-0.332714,0.695983
40,P8,Beta,0.660913,0.062114,-2.165353,0.533582
40,P8,Total,0.899236,0.061318,NaN,NaN
40,O1,Delta,0.746530,0.042402,-1.358057,0.607115
40,O1,Theta,0.753278,0.058895,-1.310089,0.402746
40,O1,Alpha,0.826860,0.093200,-0.254280,0.696314
40,O1,Beta,0.672351,0.062815,-2.161545,0.523043
40,O1,Total,0.910440,0.062222,NaN,NaN
40,O2,Delta,0.733747,0.045403,-1.599728,0.716228
40,O2,Theta,0.736621,0.064286,-1.600597,0.487546
40,O2,Alpha,0.848751,0.103182,0.059925,0.781242
40,O2,Beta,0.680769,0.063956,-2.154259,0.548867
40,O2,Total,0.917700,0.070635,NaN,NaN
41,Fp1,Delta,0.710262,0.057634,-0.999534,0.620357
41,Fp1,Theta,0.684543,0.066401,-1.398121,0.364141
41,Fp1,Alpha,0.752794,0.095383,-0.478744,0.699139
41,Fp1,Beta,0.616036,0.063212,-2.120629,0.515650
41,Fp1,Total,0.847990,0.067065,NaN,NaN
41,Fp2,Delta,0.716439,0.062119,-0.978791,0.628586
41,Fp2,Theta,0.688884,0.066884,-1.401452,0.378074
41,Fp2,Alpha,0.755931,0.091998,-0.489014,0.712590
41,Fp2,Beta,0.618601,0.058982,-2.147547,0.511768
41,Fp2,Total,0.852908,0.065530,NaN,NaN
41,F7,Delta,0.703830,0.049578,-1.322300,0.608073
41,F7,Theta,0.710217,0.061513,-1.297958,0.390459
41,F7,Alpha,0.780219,0.093297,-0.322819,0.697015
41,F7,Beta,0.639248,0.063079,-2.063527,0.517084
41,F7,Total,0.866240,0.063822,NaN,NaN
41,F3,Delta,0.702209,0.046801,-1.328699,0.599601
41,F3,Theta,0.711477,0.062524,-1.292206,0.411233
41,F3,Alpha,0.781610,0.092145,-0.313932,0.690430
41,F3,Beta,0.637432,0.063527,-2.081131,0.536587
41,F3,Total,0.867236,0.062718,NaN,NaN
41,Fz,Delta,0.705929,0.046962,-1.472098,0.618514
41,Fz,Theta,0.711929,0.061719,-1.407459,0.397460
41,Fz,Alpha,0.798630,0.094957,-0.191482,0.686668
41,Fz,Beta,0.652684,0.065529,-2.006375,0.538368
41,Fz,Total,0.876682,0.065523,NaN,NaN
41,F4,Delta,0.709262,0.048303,-1.478253,0.627906
41,F4,Theta,0.716429,0.066548,-1.407373,0.424663
41,F4,Alpha,0.802809,0.099776,-0.186398,0.710191
41,F4,Beta,0.654849,0.070775,-2.029741,0.557749
41,F4,Total,0.881151,0.069714,NaN,NaN
41,F8,Delta,0.708347,0.054318,-1.648656,0.711623
41,F8,Theta,0.709893,0.069288,-1.640864,0.463508
41,F8,Alpha,0.827403,0.104520,0.060203,0.754579
41,F8,Beta,0.666877,0.070784,-2.031632,0.570067
41,F8,Total,0.894317,0.075697,NaN,NaN
41,T7,Delta,0.707614,0.052617,-1.619029,0.683470
41,T7,Theta,0.706294,0.069686,-1.640706,0.479282
41,T7,Alpha,0.825084,0.107343,0.055970,0.775511
41,T7,Beta,0.658755,0.069996,-2.085016,0.576820
41,T7,Total,0.890586,0.076144,NaN,NaN
41,C3,Delta,0.700185,0.062076,-1.895867,0.840304
41,C3,Theta,0.704738,0.075463,-1.908956,0.576516
41,C3,Alpha,0.861320,0.122704,0.413212,0.884580
41,C3,Beta,0.670713,0.073243,-2.237530,0.644871
41,C3,Total,0.912096,0.092897,NaN,NaN
41,Cz,Delta,0.701546,0.061391,-1.889459,0.830198
41,Cz,Theta,0.705842,0.077504,-1.938088,0.570854
41,Cz,Alpha,0.866821,0.122922,0.467177,0.878562
41,Cz,Beta,0.667772,0.072761,-2.315314,0.622679
41,Cz,Total,0.915922,0.092590,NaN,NaN
41,C4,Delta,0.646943,0.058658,-1.202823,0.578021
41,C4,Theta,0.638368,0.064228,-1.379159,0.361713
41,C4,Alpha,0.713135,0.086250,-0.378967,0.623210
41,C4,Beta,0.585648,0.058139,-1.981439,0.470242
41,C4,Total,0.800624,0.062843,NaN,NaN
41,T8,Delta,0.642357,0.058710,-1.218916,0.573889
41,T8,Theta,0.636257,0.069618,-1.401426,0.375530
41,T8,Alpha,0.712803,0.090296,-0.373502,0.622011
41,T8,Beta,0.587424,0.066494,-1.933443,0.554986
41,T8,Total,0.800504,0.065916,NaN,NaN
41,P7,Delta,0.638263,0.053357,-1.523140,0.534024
41,P7,Theta,0.642509,0.064031,-1.494760,0.372350
41,P7,Alpha,0.734634,0.085356,-0.206907,0.607750
41,P7,Beta,0.616548,0.062420,-1.750883,0.564306
41,P7,Total,0.814231,0.062724,NaN,NaN
41,P3,Delta,0.626763,0.060097,-1.451442,0.540674
41,P3,Theta,0.633204,0.071096,-1.473024,0.360360
41,P3,Alpha,0.724383,0.095197,-0.236058,0.623568
41,P3,Beta,0.601888,0.065776,-1.790165,0.561750
41,P3,Total,0.803573,0.070366,NaN,NaN
41,Pz,Delta,0.672822,0.052350,-1.609604,0.673432
41,Pz,Theta,0.671074,0.066148,-1.649006,0.447077
41,Pz,Alpha,0.784675,0.096134,0.010995,0.704819
41,Pz,Beta,0.642466,0.061309,-1.926304,0.563728
41,Pz,Total,0.855591,0.069917,NaN,NaN
41,P4,Delta,0.662115,0.060244,-1.663832,0.740448
41,P4,Theta,0.660974,0.078327,-1.748858,0.457245
41,P4,Alpha,0.793376,0.111769,0.146861,0.786246
41,P4,Beta,0.629031,0.066375,-2.083956,0.606198
41,P4,Total,0.854226,0.081994,NaN,NaN
41,P8,Delta,0.740476,0.043406,-1.304940,0.580956
41,P8,Theta,0.747048,0.062130,-1.245697,0.428475
41,P8,Alpha,0.812567,0.090431,-0.332714,0.695983
41,P8,Beta,0.660913,0.062114,-2.165353,0.533582
41,P8,Total,0.899236,0.061318,NaN,NaN
41,O1,Delta,0.746530,0.042402,-1.358057,0.607115
41,O1,Theta,0.753278,0.058895,-1.310089,0.402746
41,O1,Alpha,0.826860,0.093200,-0.254280,0.696314
41,O1,Beta,0.672351,0.062815,-2.161545,0.523043
41,O1,Total,0.910440,0.062222,NaN,NaN
41,O2,Delta,0.733747,0.045403,-1.599728,0.716228
41,O2,Theta,0.736621,0.064286,-1.600597,0.487546
41,O2,Alpha,0.848751,0.103182,0.059925,0.781242
41,O2,Beta,0.680769,0.063956,-2.154259,0.548867
41,O2,Total,0.917700,0.070635,NaN,NaN
42,Fp1,Delta,0.708159,0.057905,-1.029369,0.627114
42,Fp1,Theta,0.682498,0.067060,-1.408529,0.363991
42,Fp1,Alpha,0.751229,0.096803,-0.464915,0.706757
42,Fp1,Beta,0.617590,0.063993,-2.091816,0.521664
42,Fp1,Total,0.846594,0.067932,NaN,NaN
42,Fp2,Delta,0.713871,0.062547,-1.008748,0.635745
42,Fp2,Theta,0.686850,0.067530,-1.411404,0.377932
42,Fp2,Alpha,0.754343,0.093339,-0.474236,0.721026
42,Fp2,Beta,0.620110,0.059552,-2.119074,0.517704
42,Fp2,Total,0.851441,0.066302,NaN,NaN
42,F7,Delta,0.702203,0.050222,-1.352055,0.617767
42,F7,Theta,0.708797,0.062043,-1.312151,0.391220
42,F7,Alpha,0.779518,0.094674,-0.310471,0.705157
42,F7,Beta,0.641677,0.063822,-2.032511,0.524688
42,F7,Total,0.865704,0.064744,NaN,NaN
42,F3,Delta,0.700354,0.047290,-1.358230,0.608658
42,F3,Theta,0.709843,0.063078,-1.306896,0.412789
42,F3,Alpha,0.780750,0.093519,-0.300730,0.698790
42,F3,Beta,0.639800,0.064272,-2.050666,0.544345
42,F3,Total,0.866492,0.063608,NaN,NaN
42,Fz,Delta,0.703754,0.047477,-1.496779,0.628975
42,Fz,Theta,0.709996,0.062316,-1.423216,0.399422
42,Fz,Alpha,0.796988,0.096295,-0.186166,0.694713
42,Fz,Beta,0.655570,0.066258,-1.967539,0.546317
42,Fz,Total,0.875742,0.066453,NaN,NaN
42,F4,Delta,0.706831,0.048864,-1.502192,0.637766
42,F4,Theta,0.714585,0.067261,-1.424488,0.426671
42,F4,Alpha,0.801215,0.101288,-0.179249,0.718454
42,F4,Beta,0.658013,0.071676,-1.991730,0.566177
42,F4,Total,0.880390,0.070780,NaN,NaN
42,F8,Delta,0.706522,0.054935,-1.666332,0.723561
42,F8,Theta,0.708064,0.069783,-1.651091,0.464098
42,F8,Alpha,0.824657,0.105913,0.051884,0.762377
42,F8,Beta,0.669884,0.071600,-1.990674,0.577197
42,F8,Total,0.892968,0.076656,NaN,NaN
42,T7,Delta,0.705330,0.053045,-1.633312,0.692608
42,T7,Theta,0.704169,0.070220,-1.650736,0.480223
42,T7,Alpha,0.821859,0.108698,0.048952,0.782938
42,T7,Beta,0.661552,0.070763,-2.045846,0.583587
42,T7,Total,0.888985,0.077046,NaN,NaN
42,C3,Delta,0.697372,0.062529,-1.908874,0.851658
42,C3,Theta,0.702246,0.075915,-1.902509,0.578004
42,C3,Alpha,0.856239,0.124253,0.394040,0.893541
42,C3,Beta,0.670859,0.073925,-2.201989,0.651305
42,C3,Total,0.908739,0.094000,NaN,NaN
42,Cz,Delta,0.699224,0.061662,-1.900899,0.842205
42,Cz,Theta,0.703133,0.077966,-1.927488,0.572842
42,Cz,Alpha,0.861085,0.124503,0.444921,0.888573
42,Cz,Beta,0.667401,0.073394,-2.283173,0.628694
42,Cz,Total,0.911834,0.093662,NaN,NaN
42,C4,Delta,0.646721,0.059359,-1.230918,0.586244
42,C4,Theta,0.638188,0.064658,-1.390052,0.362245
42,C4,Alpha,0.713134,0.087188,-0.366497,0.628537
42,C4,Beta,0.588119,0.058508,-1.953872,0.475486
42,C4,Total,0.800982,0.063481,NaN,NaN
42,T8,Delta,0.641054,0.059432,-1.247548,0.581077
42,T8,Theta,0.635075,0.070429,-1.413371,0.377522
42,T8,Alpha,0.711816,0.091568,-0.362715,0.627804
42,T8,Beta,0.589333,0.067292,-1.903952,0.563670
42,T8,Total,0.799895,0.066816,NaN,NaN
42,P7,Delta,0.637228,0.054001,-1.550605,0.540913
42,P7,Theta,0.641718,0.064501,-1.504444,0.372861
42,P7,Alpha,0.733770,0.086271,-0.196213,0.612319
42,P7,Beta,0.618224,0.062839,-1.718263,0.567277
42,P7,Total,0.813869,0.063447,NaN,NaN
42,P3,Delta,0.625265,0.061032,-1.474482,0.547807
42,P3,Theta,0.631928,0.071764,-1.483612,0.360811
42,P3,Alpha,0.722716,0.096454,-0.229997,0.629541
42,P3,Beta,0.603592,0.066391,-1.758933,0.567693
42,P3,Total,0.802743,0.071292,NaN,NaN
42,Pz,Delta,0.671718,0.052622,-1.630172,0.681769
42,Pz,Theta,0.670371,0.066255,-1.649997,0.447071
42,Pz,Alpha,0.782593,0.096948,0.003580,0.708807
42,Pz,Beta,0.644436,0.061706,-1.890502,0.567002
42,Pz,Total,0.854603,0.070436,NaN,NaN
42,P4,Delta,0.660540,0.060902,-1.680259,0.750859
42,P4,Theta,0.659597,0.078858,-1.749216,0.456430
42,P4,Alpha,0.789922,0.113024,0.136219,0.793254
42,P4,Beta,0.630521,0.066865,-2.052227,0.612744
42,P4,Total,0.852378,0.082839,NaN,NaN
42,P8,Delta,0.737729,0.043767,-1.333124,0.589946
42,P8,Theta,0.744887,0.062501,-1.261605,0.429605
42,P8,Alpha,0.811352,0.091775,-0.317577,0.704153
42,P8,Beta,0.663160,0.062764,-2.134961,0.541982
42,P8,Total,0.898060,0.062132,NaN,NaN
42,O1,Delta,0.744018,0.042849,-1.382329,0.617100
42,O1,Theta,0.750763,0.059409,-1.329698,0.404933
42,O1,Alpha,0.825369,0.094565,-0.243841,0.704674
42,O1,Beta,0.675229,0.063598,-2.123445,0.531488
42,O1,Total,0.909213,0.063129,NaN,NaN
42,O2,Delta,0.731329,0.045643,-1.615034,0.726431
42,O2,Theta,0.733919,0.064625,-1.611324,0.487438
42,O2,Alpha,0.845571,0.104468,0.053583,0.787922
42,O2,Beta,0.682985,0.064689,-2.112823,0.555470
42,O2,Total,0.915610,0.071459,NaN,NaN
43,Fp1,Delta,0.708159,0.057905,-1.029369,0.627114
43,Fp1,Theta,0.682498,0.067060,-1.408529,0.363991
43,Fp1,Alpha,0.751229,0.096803,-0.464915,0.706757
43,Fp1,Beta,0.617590,0.063993,-2.091816,0.521664
43,Fp1,Total,0.846594,0.067932,NaN,NaN
43,Fp2,Delta,0.713871,0.062547,-1.008748,0.635745
43,Fp2,Theta,0.686850,0.067530,-1.411404,0.377932
43,Fp2,Alpha,0.754343,0.093339,-0.474236,0.721026
43,Fp2,Beta,0.620110,0.059552,-2.119074,0.517704
43,Fp2,Total,0.851441,0.066302,NaN,NaN
43,F7,Delta,0.702203,0.050222,-1.352055,0.617767
43,F7,Theta,0.708797,0.062043,-1.312151,0.391220
43,F7,Alpha,0.779518,0.094674,-0.310471,0.705157
43,F7,Beta,0.641677,0.063822,-2.032511,0.524688
43,F7,Total,0.865704,0.064744,NaN,NaN
43,F3,Delta,0.700354,0.047290,-1.358230,0.608658
43,F3,Theta,0.709843,0.063078,-1.306896,0.412789
43,F3,Alpha,0.780750,0.093519,-0.300730,0.698790
43,F3,Beta,0.639800,0.064272,-2.050666,0.544345
43,F3,Total,0.866492,0.063608,NaN,NaN
43,Fz,Delta,0.703754,0.047477,-1.496779,0.628975
43,Fz,Theta,0.709996,0.062316,-1.423216,0.399422
43,Fz,Alpha,0.796988,0.096295,-0.186166,0.694713
43,Fz,Beta,0.655570,0.066258,-1.967539,0.546317
43,Fz,Total,0.875742,0.066453,NaN,NaN
43,F4,Delta,0.706831,0.048864,-1.502192,0.637766
43,F4,Theta,0.714585,0.067261,-1.424488,0.426671
43,F4,Alpha,0.801215,0.101288,-0.179249,0.718454
43,F4,Beta,0.658013,0.071676,-1.991730,0.566177
43,F4,Total,0.880390,0.070780,NaN,NaN
43,F8,Delta,0.706522,0.054935,-1.666332,0.723561
43,F8,Theta,0.708064,0.069783,-1.651091,0.464098
43,F8,Alpha,0.824657,0.105913,0.051884,0.762377
43,F8,Beta,0.669884,0.071600,-1.990674,0.577197
43,F8,Total,0.892968,0.076656,NaN,NaN
43,T7,Delta,0.705330,0.053045,-1.633312,0.692608
43,T7,Theta,0.704169,0.070220,-1.650736,0.480223
43,T7,Alpha,0.821859,0.108698,0.048952,0.782938
43,T7,Beta,0.661552,0.070763,-2.045846,0.583587
43,T7,Total,0.888985,0.077046,NaN,NaN
43,C3,Delta,0.697372,0.062529,-1.908874,0.851658
43,C3,Theta,0.702246,0.075915,-1.902509,0.578004
43,C3,Alpha,0.856239,0.124253,0.394040,0.893541
43,C3,Beta,0.670859,0.073925,-2.201989,0.651305
43,C3,Total,0.908739,0.094000,NaN,NaN
43,Cz,Delta,0.699224,0.061662,-1.900899,0.842205
43,Cz,Theta,0.703133,0.077966,-1.927488,0.572842
43,Cz,Alpha,0.861085,0.124503,0.444921,0.888573
43,Cz,Beta,0.667401,0.073394,-2.283173,0.628694
43,Cz,Total,0.911834,0.093662,NaN,NaN
43,C4,Delta,0.646721,0.059359,-1.230918,0.586244
43,C4,Theta,0.638188,0.064658,-1.390052,0.362245
43,C4,Alpha,0.713134,0.087188,-0.366497,0.628537
43,C4,Beta,0.588119,0.058508,-1.953872,0.475486
43,C4,Total,0.800982,0.063481,NaN,NaN
43,T8,Delta,0.641054,0.059432,-1.247548,0.581077
43,T8,Theta,0.635075,0.070429,-1.413371,0.377522
43,T8,Alpha,0.711816,0.091568,-0.362715,0.627804
43,T8,Beta,0.589333,0.067292,-1.903952,0.563670
43,T8,Total,0.799895,0.066816,NaN,NaN
43,P7,Delta,0.637228,0.054001,-1.550605,0.540913
43,P7,Theta,0.641718,0.064501,-1.504444,0.372861
43,P7,Alpha,0.733770,0.086271,-0.196213,0.612319
43,P7,Beta,0.618224,0.062839,-1.718263,0.567277
43,P7,Total,0.813869,0.063447,NaN,NaN
43,P3,Delta,0.625265,0.061032,-1.474482,0.547807
43,P3,Theta,0.631928,0.071764,-1.483612,0.360811
43,P3,Alpha,0.722716,0.096454,-0.229997,0.629541
43,P3,Beta,0.603592,0.066391,-1.758933,0.567693
43,P3,Total,0.802743,0.071292,NaN,NaN
43,Pz,Delta,0.671718,0.052622,-1.630172,0.681769
43,Pz,Theta,0.670371,0.066255,-1.649997,0.447071
43,Pz,Alpha,0.782593,0.096948,0.003580,0.708807
43,Pz,Beta,0.644436,0.061706,-1.890502,0.567002
43,Pz,Total,0.854603,0.070436,NaN,NaN
43,P4,Delta,0.660540,0.060902,-1.680259,0.750859
43,P4,Theta,0.659597,0.078858,-1.749216,0.456430
43,P4,Alpha,0.789922,0.113024,0.136219,0.793254
43,P4,Beta,0.630521,0.066865,-2.052227,0.612744
43,P4,Total,0.852378,0.082839,NaN,NaN
43,P8,Delta,0.737729,0.043767,-1.333124,0.589946
43,P8,Theta,0.744887,0.062501,-1.261605,0.429605
43,P8,Alpha,0.811352,0.091775,-0.317577,0.704153
43,P8,Beta,0.663160,0.062764,-2.134961,0.541982
43,P8,Total,0.898060,0.062132,NaN,NaN
43,O1,Delta,0.744018,0.042849,-1.382329,0.617100
43,O1,Theta,0.750763,0.059409,-1.329698,0.404933
43,O1,Alpha,0.825369,0.094565,-0.243841,0.704674
43,O1,Beta,0.675229,0.063598,-2.123445,0.531488
43,O1,Total,0.909213,0.063129,NaN,NaN
43,O2,Delta,0.731329,0.045643,-1.615034,0.726431
43,O2,Theta,0.733919,0.064625,-1.611324,0.487438
43,O2,Alpha,0.845571,0.104468,0.053583,0.787922
43,O2,Beta,0.682985,0.064689,-2.112823,0.555470
43,O2,Total,0.915610,0.071459,NaN,NaN
44,Fp1,Delta,0.706252,0.058173,-1.059125,0.633854
44,Fp1,Theta,0.680703,0.067713,-1.419687,0.363856
44,Fp1,Alpha,0.749800,0.098204,-0.451682,0.714290
44,Fp1,Beta,0.619771,0.064763,-2.063029,0.527628
44,Fp1,Total,0.845571,0.068789,NaN,NaN
44,Fp2,Delta,0.711546,0.062974,-1.038585,0.642879
44,Fp2,Theta,0.685089,0.068171,-1.421677,0.377792
44,Fp2,Alpha,0.752857,0.094662,-0.460275,0.729365
44,Fp2,Beta,0.622247,0.060116,-2.090617,0.523591
44,Fp2,Total,0.850315,0.067066,NaN,NaN
44,F7,Delta,0.701023,0.050870,-1.381815,0.627459
44,F7,Theta,0.707726,0.062570,-1.326726,0.391972
44,F7,Alpha,0.778953,0.096034,-0.299359,0.713205
44,F7,Beta,0.644820,0.064557,-2.001509,0.532216
44,F7,Total,0.865584,0.065656,NaN,NaN
44,F3,Delta,0.699064,0.047781,-1.387724,0.617670
44,F3,Theta,0.708540,0.063629,-1.322154,0.414310
44,F3,Alpha,0.780022,0.094875,-0.288825,0.707046
44,F3,Beta,0.642872,0.065009,-2.020202,0.552013
44,F3,Total,0.866159,0.064488,NaN,NaN
44,Fz,Delta,0.701872,0.047991,-1.521662,0.639359
44,Fz,Theta,0.708404,0.062908,-1.439031,0.401372
44,Fz,Alpha,0.795507,0.097617,-0.182008,0.702677
44,Fz,Beta,0.659210,0.066980,-1.928683,0.554178
44,Fz,Total,0.875200,0.067373,NaN,NaN
44,F4,Delta,0.704650,0.049423,-1.526275,0.647533
44,F4,Theta,0.712975,0.067966,-1.442162,0.428632
44,F4,Alpha,0.799785,0.102781,-0.172958,0.726630
44,F4,Beta,0.661841,0.072567,-1.953709,0.574503
44,F4,Total,0.879967,0.071833,NaN,NaN
44,F8,Delta,0.704890,0.055558,-1.684092,0.735386
44,F8,Theta,0.706575,0.070274,-1.660748,0.464671
44,F8,Alpha,0.822055,0.107291,0.041761,0.770104
44,F8,Beta,0.673593,0.072406,-1.949707,0.584273
44,F8,Total,0.891963,0.077604,NaN,NaN
44,T7,Delta,0.703313,0.053473,-1.647681,0.701648
44,T7,Theta,0.702403,0.070750,-1.660914,0.481116
44,T7,Alpha,0.818842,0.110039,0.041255,0.790294
44,T7,Beta,0.665082,0.071522,-2.006659,0.590291
44,T7,Total,0.887799,0.077940,NaN,NaN
44,C3,Delta,0.695089,0.062983,-1.921707,0.862921
44,C3,Theta,0.700221,0.076365,-1.896531,0.579500
44,C3,Alpha,0.851341,0.125789,0.373949,0.902441
44,C3,Beta,0.671866,0.074601,-2.166472,0.657689
