Age,Channel,Band,AbsMean_log10,AbsSD_log10,RelMean,RelSD
9,O1,Theta,0.925634,0.044266,-0.604434,0.332240
9,O1,Alpha,0.899359,0.050089,-0.957185,0.438755
9,O1,Beta,0.716934,0.038871,-3.103411,0.258960
9,O1,Total,1.030949,0.033676,NaN,NaN
9,O2,Delta,0.909329,0.040390,-1.250958,0.395716
9,O2,Theta,0.932733,0.055127,-0.903904,0.485007
9,O2,Alpha,0.967568,0.064275,-0.308104,0.590414
9,O2,Beta,0.736562,0.042087,-3.187353,0.356023
9,O2,Total,1.059575,0.045964,NaN,NaN
10,Fp1,Delta,0.883741,0.050736,-0.285947,0.460691
10,Fp1,Theta,0.831323,0.049168,-1.024330,0.373530
10,Fp1,Alpha,0.806392,0.053751,-1.313315,0.490591
10,Fp1,Beta,0.679915,0.041193,-2.791739,0.357911
10,Fp1,Total,0.965889,0.043034,NaN,NaN
10,Fp2,Delta,0.888584,0.053018,-0.251205,0.457467
10,Fp2,Theta,0.835396,0.050111,-1.018471,0.383810
10,Fp2,Alpha,0.806867,0.052559,-1.351768,0.479011
10,Fp2,Beta,0.682103,0.043401,-2.808339,0.356784
10,Fp2,Total,0.969325,0.044707,NaN,NaN
10,F7,Delta,0.866880,0.036752,-0.633503,0.382187
10,F7,Theta,0.853461,0.048039,-0.780491,0.371553
10,F7,Alpha,0.828306,0.053384,-1.104259,0.472071
10,F7,Beta,0.688154,0.042465,-2.782546,0.308575
10,F7,Total,0.970723,0.037843,NaN,NaN
10,F3,Delta,0.872273,0.036564,-0.641185,0.372561
10,F3,Theta,0.858543,0.048235,-0.773823,0.365821
10,F3,Alpha,0.832577,0.052468,-1.107008,0.455311
10,F3,Beta,0.692566,0.042959,-2.784148,0.319164
10,F3,Total,0.975296,0.037850,NaN,NaN
10,Fz,Delta,0.862575,0.034768,-0.953396,0.339935
10,Fz,Theta,0.870697,0.045950,-0.791158,0.348928
10,Fz,Alpha,0.874658,0.057606,-0.700898,0.469143
10,Fz,Beta,0.694948,0.045699,-2.895711,0.316093
10,Fz,Total,0.988651,0.039251,NaN,NaN
10,F4,Delta,0.867175,0.034948,-0.964612,0.361320
10,F4,Theta,0.875741,0.047370,-0.797000,0.363721
10,F4,Alpha,0.880162,0.056880,-0.691016,0.484920
10,F4,Beta,0.699887,0.045587,-2.902766,0.317122
10,F4,Total,0.994314,0.039105,NaN,NaN
10,F8,Delta,0.863288,0.042417,-1.251367,0.377116
10,F8,Theta,0.880103,0.056813,-0.969215,0.445487
10,F8,Alpha,0.920312,0.065763,-0.312867,0.547916
10,F8,Beta,0.710461,0.048325,-2.973014,0.383637
10,F8,Total,1.011590,0.049304,NaN,NaN
10,T7,Delta,0.872667,0.043508,-1.297635,0.433497
10,T7,Theta,0.886185,0.056140,-1.072091,0.443297
10,T7,Alpha,0.938361,0.070420,-0.196553,0.578530
10,T7,Beta,0.723073,0.049314,-2.982195,0.396235
10,T7,Total,1.025348,0.051837,NaN,NaN
10,C3,Delta,0.889427,0.052700,-1.530361,0.538315
10,C3,Theta,0.888560,0.064474,-1.480450,0.545437
10,C3,Alpha,0.993329,0.081336,0.223783,0.656283
10,C3,Beta,0.747019,0.055028,-3.061540,0.476067
10,C3,Total,1.060123,0.063142,NaN,NaN
10,Cz,Delta,0.894797,0.056420,-1.511381,0.499503
10,Cz,Theta,0.892927,0.066310,-1.476237,0.512396
10,Cz,Alpha,0.995706,0.080450,0.217409,0.610106
10,Cz,Beta,0.751827,0.056327,-3.056667,0.460492
10,Cz,Total,1.063927,0.064009,NaN,NaN
10,C4,Delta,0.802840,0.045299,-0.530565,0.375482
10,C4,Theta,0.774127,0.053226,-0.908179,0.346473
10,C4,Alpha,0.754734,0.059356,-1.138074,0.480333
10,C4,Beta,0.629958,0.048616,-2.627386,0.326205
10,C4,Total,0.900069,0.045759,NaN,NaN
10,T8,Delta,0.812655,0.044245,-0.528342,0.398422
10,T8,Theta,0.780909,0.047762,-0.949649,0.323855
10,T8,Alpha,0.767580,0.054540,-1.098188,0.469189
10,T8,Beta,0.640853,0.044702,-2.608391,0.317997
10,T8,Total,0.909624,0.041246,NaN,NaN
10,P7,Delta,0.796322,0.038405,-0.901363,0.354302
10,P7,Theta,0.795136,0.051948,-0.857128,0.360825
10,P7,Alpha,0.796404,0.060374,-0.816421,0.490881
10,P7,Beta,0.653267,0.051231,-2.526675,0.466191
10,P7,Total,0.917582,0.042945,NaN,NaN
10,P3,Delta,0.802577,0.039519,-0.911869,0.347177
10,P3,Theta,0.801332,0.053923,-0.887917,0.340546
10,P3,Alpha,0.807543,0.060678,-0.760513,0.462877
10,P3,Beta,0.664033,0.049581,-2.524833,0.401283
10,P3,Total,0.925920,0.045177,NaN,NaN
10,Pz,Delta,0.826743,0.051536,-1.098271,0.456714
10,Pz,Theta,0.820073,0.063901,-1.104895,0.442838
10,Pz,Alpha,0.864987,0.075702,-0.409772,0.608131
10,Pz,Beta,0.676812,0.051365,-2.770822,0.475689
10,Pz,Total,0.961394,0.057404,NaN,NaN
10,P4,Delta,0.843067,0.050113,-1.207514,0.452266
10,P4,Theta,0.839151,0.065452,-1.174607,0.454208
10,P4,Alpha,0.896319,0.079200,-0.248968,0.603256
10,P4,Beta,0.695836,0.054104,-2.823215,0.430843
10,P4,Total,0.985611,0.060541,NaN,NaN
10,P8,Delta,0.892422,0.035598,-0.681955,0.365398
10,P8,Theta,0.887551,0.052850,-0.693346,0.390136
10,P8,Alpha,0.855471,0.052204,-1.121365,0.467680
10,P8,Beta,0.709901,0.044736,-2.857566,0.303063
10,P8,Total,0.999130,0.039127,NaN,NaN
10,O1,Delta,0.900205,0.032877,-0.850257,0.359671
10,O1,Theta,0.906915,0.045602,-0.679385,0.339185
10,O1,Alpha,0.890618,0.054656,-0.893244,0.464623
10,O1,Beta,0.711175,0.041265,-3.028699,0.287057
10,O1,Total,1.017335,0.036684,NaN,NaN
10,O2,Delta,0.893228,0.040743,-1.276039,0.429199
10,O2,Theta,0.909546,0.055914,-0.999389,0.485517
10,O2,Alpha,0.955189,0.068122,-0.247444,0.607870
10,O2,Beta,0.729406,0.044204,-3.104778,0.374385
10,O2,Total,1.043442,0.048362,NaN,NaN
11,Fp1,Delta,0.874694,0.051063,-0.318124,0.467761
11,Fp1,Theta,0.822842,0.050028,-1.051530,0.372820
11,Fp1,Alpha,0.804149,0.056178,-1.250370,0.501543
11,Fp1,Beta,0.677675,0.042396,-2.762172,0.365857
11,Fp1,Total,0.959318,0.044328,NaN,NaN
11,Fp2,Delta,0.879300,0.053341,-0.284518,0.465134
11,Fp2,Theta,0.826966,0.050941,-1.042143,0.383402
11,Fp2,Alpha,0.804724,0.054858,-1.287263,0.491487
11,Fp2,Beta,0.679419,0.044211,-2.779326,0.364519
11,Fp2,Total,0.962580,0.045788,NaN,NaN
11,F7,Delta,0.856563,0.037200,-0.663667,0.392156
11,F7,Theta,0.843245,0.048690,-0.812558,0.372385
11,F7,Alpha,0.824890,0.055684,-1.050967,0.484052
11,F7,Beta,0.684005,0.043567,-2.750992,0.319815
11,F7,Total,0.962805,0.039288,NaN,NaN
11,F3,Delta,0.861907,0.036942,-0.671198,0.383528
11,F3,Theta,0.848263,0.048935,-0.806886,0.368180
11,F3,Alpha,0.829060,0.054749,-1.054154,0.468100
11,F3,Beta,0.688692,0.044053,-2.753417,0.331133
11,F3,Total,0.967394,0.039217,NaN,NaN
11,Fz,Delta,0.853334,0.035321,-0.974041,0.354714
11,Fz,Theta,0.860030,0.046744,-0.830159,0.351170
11,Fz,Alpha,0.869838,0.059656,-0.663965,0.480480
11,Fz,Beta,0.691032,0.046733,-2.857146,0.328364
11,Fz,Total,0.980779,0.040712,NaN,NaN
11,F4,Delta,0.857630,0.035555,-0.985459,0.375466
11,F4,Theta,0.864672,0.048358,-0.839541,0.367041
11,F4,Alpha,0.875298,0.059302,-0.650498,0.496754
11,F4,Beta,0.696195,0.046954,-2.864792,0.330759
11,F4,Total,0.986372,0.040858,NaN,NaN
11,F8,Delta,0.854049,0.042807,-1.268612,0.396145
11,F8,Theta,0.868983,0.057408,-1.020496,0.446435
11,F8,Alpha,0.915445,0.067864,-0.270643,0.558390
11,F8,Beta,0.707819,0.049514,-2.932042,0.393074
11,F8,Total,1.004321,0.050712,NaN,NaN
11,T7,Delta,0.862873,0.043861,-1.311863,0.446751
11,T7,Theta,0.874242,0.056791,-1.125780,0.445484
11,T7,Alpha,0.932766,0.072370,-0.153562,0.588488
11,T7,Beta,0.719546,0.050384,-2.943286,0.405509
11,T7,Total,1.017632,0.053099,NaN,NaN
11,C3,Delta,0.879971,0.053037,-1.549478,0.554022
11,C3,Theta,0.877516,0.064979,-1.539669,0.546619
11,C3,Alpha,0.988392,0.083475,0.271698,0.667394
11,C3,Beta,0.744557,0.055952,-3.025449,0.484595
11,C3,Total,1.053977,0.064689,NaN,NaN
11,Cz,Delta,0.887376,0.056577,-1.533137,0.517397
11,Cz,Theta,0.883427,0.066822,-1.542790,0.515498
11,Cz,Alpha,0.992458,0.082662,0.274824,0.623954
11,Cz,Beta,0.751111,0.057137,-3.024368,0.468883
11,Cz,Total,1.059941,0.065474,NaN,NaN
11,C4,Delta,0.791823,0.045695,-0.561006,0.385086
11,C4,Theta,0.763934,0.053757,-0.935537,0.347228
11,C4,Alpha,0.751273,0.060830,-1.083841,0.487598
11,C4,Beta,0.624721,0.049080,-2.598806,0.333753
11,C4,Total,0.891877,0.046633,NaN,NaN
11,T8,Delta,0.802597,0.044700,-0.559529,0.406461
11,T8,Theta,0.771715,0.048896,-0.973129,0.326351
11,T8,Alpha,0.764104,0.056517,-1.046464,0.476864
11,T8,Beta,0.636042,0.045851,-2.579169,0.330841
11,T8,Total,0.902120,0.042566,NaN,NaN
11,P7,Delta,0.785492,0.039048,-0.927905,0.363272
11,P7,Theta,0.783874,0.052535,-0.898248,0.361280
11,P7,Alpha,0.791641,0.061678,-0.777996,0.496535
11,P7,Beta,0.649438,0.051793,-2.491870,0.471913
11,P7,Total,0.909322,0.043985,NaN,NaN
11,P3,Delta,0.791844,0.040336,-0.935564,0.357250
11,P3,Theta,0.790125,0.054764,-0.927304,0.341805
11,P3,Alpha,0.802320,0.062524,-0.721312,0.471106
11,P3,Beta,0.660043,0.050392,-2.492195,0.409581
11,P3,Total,0.917664,0.046510,NaN,NaN
11,Pz,Delta,0.814125,0.051307,-1.122265,0.467430
11,Pz,Theta,0.807431,0.063990,-1.152773,0.443152
11,Pz,Alpha,0.859781,0.076675,-0.362900,0.612553
11,Pz,Beta,0.672616,0.051836,-2.733197,0.480141
11,Pz,Total,0.952514,0.057976,NaN,NaN
11,P4,Delta,0.832672,0.050324,-1.230943,0.467922
11,P4,Theta,0.828027,0.066043,-1.229266,0.455226
11,P4,Alpha,0.891973,0.080824,-0.194193,0.612347
11,P4,Beta,0.692615,0.054687,-2.790699,0.439865
11,P4,Total,0.978795,0.061583,NaN,NaN
11,P8,Delta,0.886665,0.035939,-0.707849,0.375371
11,P8,Theta,0.880698,0.053288,-0.726996,0.392324
11,P8,Alpha,0.853661,0.054365,-1.073269,0.479991
11,P8,Beta,0.708772,0.045626,-2.827680,0.315638
11,P8,Total,0.994508,0.040307,NaN,NaN
11,O1,Delta,0.892778,0.033268,-0.869833,0.371599
11,O1,Theta,0.897369,0.046256,-0.716149,0.342558
11,O1,Alpha,0.886424,0.056811,-0.859114,0.477032
11,O1,Beta,0.707976,0.042414,-2.991308,0.300253
11,O1,Total,1.010348,0.038105,NaN,NaN
11,O2,Delta,0.884470,0.040920,-1.288806,0.445070
11,O2,Theta,0.897718,0.056304,-1.046209,0.485756
11,O2,Alpha,0.949108,0.069973,-0.217747,0.616414
11,O2,Beta,0.725527,0.045228,-3.063493,0.383282
11,O2,Total,1.035186,0.049520,NaN,NaN
12,Fp1,Delta,0.854815,0.051706,-0.382184,0.481884
12,Fp1,Theta,0.805385,0.051709,-1.104027,0.371497
12,Fp1,Alpha,0.799437,0.060750,-1.126230,0.522736
12,Fp1,Beta,0.672400,0.044703,-2.703155,0.381343
12,Fp1,Total,0.945674,0.046815,NaN,NaN
12,Fp2,Delta,0.858761,0.054018,-0.350666,0.480415
12,Fp2,Theta,0.809439,0.052566,-1.089887,0.382644
12,Fp2,Alpha,0.800241,0.059191,-1.159820,0.515533
12,Fp2,Beta,0.673242,0.045783,-2.721388,0.379627
12,Fp2,Total,0.948601,0.047883,NaN,NaN
12,F7,Delta,0.834899,0.038136,-0.723959,0.412062
12,F7,Theta,0.822847,0.049969,-0.876484,0.374059
12,F7,Alpha,0.818395,0.060027,-0.944428,0.507159
12,F7,Beta,0.675087,0.045691,-2.687980,0.341362
12,F7,Total,0.947142,0.042038,NaN,NaN
12,F3,Delta,0.839615,0.037723,-0.731276,0.405037
12,F3,Theta,0.827531,0.050307,-0.872106,0.372792
12,F3,Alpha,0.822364,0.059058,-0.947434,0.492655
12,F3,Beta,0.679970,0.046163,-2.692018,0.353988
12,F3,Total,0.951546,0.041827,NaN,NaN
12,Fz,Delta,0.833836,0.036416,-1.015877,0.383057
12,Fz,Theta,0.838640,0.048292,-0.907315,0.355619
12,Fz,Alpha,0.860533,0.063575,-0.590701,0.502432
12,Fz,Beta,0.682803,0.048737,-2.779999,0.351764
12,Fz,Total,0.965107,0.043496,NaN,NaN
12,F4,Delta,0.837300,0.036758,-1.027584,0.402656
12,F4,Theta,0.842431,0.050278,-0.921705,0.373471
12,F4,Alpha,0.865840,0.063894,-0.572439,0.519636
12,F4,Beta,0.688219,0.049578,-2.788864,0.356603
12,F4,Total,0.970354,0.044171,NaN,NaN
12,F8,Delta,0.834626,0.043629,-1.303061,0.432037
12,F8,Theta,0.846638,0.058581,-1.120023,0.448290
12,F8,Alpha,0.905777,0.071895,-0.190424,0.578798
12,F8,Beta,0.702088,0.051811,-2.850125,0.411429
12,F8,Total,0.989629,0.053425,NaN,NaN
12,T7,Delta,0.841812,0.044582,-1.340134,0.472298
12,T7,Theta,0.850051,0.058072,-1.225557,0.449674
12,T7,Alpha,0.921395,0.076134,-0.076789,0.607908
12,T7,Beta,0.711598,0.052460,-2.865454,0.423517
12,T7,Total,1.001502,0.055544,NaN,NaN
12,C3,Delta,0.860156,0.053740,-1.586719,0.584375
12,C3,Theta,0.855093,0.065981,-1.649871,0.549040
12,C3,Alpha,0.977934,0.087619,0.357767,0.689196
12,C3,Beta,0.739363,0.057754,-2.953341,0.501210
12,C3,Total,1.040867,0.067685,NaN,NaN
12,Cz,Delta,0.871304,0.056911,-1.575029,0.551689
12,Cz,Theta,0.863419,0.067839,-1.667160,0.521534
12,Cz,Alpha,0.984743,0.086940,0.377926,0.650825
12,Cz,Beta,0.748819,0.058725,-2.959784,0.485171
12,Cz,Total,1.050478,0.068321,NaN,NaN
12,C4,Delta,0.768932,0.046558,-0.621547,0.403988
12,C4,Theta,0.743549,0.054802,-0.990554,0.348719
12,C4,Alpha,0.744730,0.063661,-0.976243,0.501762
12,C4,Beta,0.614036,0.049992,-2.541787,0.348372
12,C4,Total,0.875618,0.048333,NaN,NaN
12,T8,Delta,0.781145,0.045683,-0.621637,0.422427
12,T8,Theta,0.753108,0.051094,-1.020498,0.331272
12,T8,Alpha,0.757359,0.060289,-0.944366,0.491853
12,T8,Beta,0.626171,0.048070,-2.520692,0.355394
12,T8,Total,0.887022,0.045104,NaN,NaN
12,P7,Delta,0.763380,0.040336,-0.981192,0.380790
12,P7,Theta,0.761349,0.053688,-0.982633,0.362211
12,P7,Alpha,0.782691,0.064204,-0.700576,0.507655
12,P7,Beta,0.642378,0.052892,-2.422567,0.482874
12,P7,Total,0.893182,0.045996,NaN,NaN
12,P3,Delta,0.769649,0.042002,-0.982941,0.376750
12,P3,Theta,0.767509,0.056413,-1.005040,0.344207
12,P3,Alpha,0.792150,0.066076,-0.645642,0.487122
12,P3,Beta,0.651673,0.051977,-2.427119,0.425689
12,P3,Total,0.901021,0.049079,NaN,NaN
12,Pz,Delta,0.788362,0.050930,-1.169769,0.488406
12,Pz,Theta,0.782744,0.064169,-1.246113,0.443756
12,Pz,Alpha,0.849903,0.078592,-0.272223,0.621331
12,Pz,Beta,0.664620,0.052765,-2.658211,0.488843
12,Pz,Total,0.935339,0.059111,NaN,NaN
12,P4,Delta,0.810272,0.050812,-1.276737,0.497913
12,P4,Theta,0.805240,0.067215,-1.336464,0.457011
12,P4,Alpha,0.882966,0.083995,-0.090225,0.630136
12,P4,Beta,0.685843,0.055837,-2.725769,0.457387
12,P4,Total,0.964746,0.063627,NaN,NaN
12,P8,Delta,0.873595,0.036614,-0.760042,0.395071
12,P8,Theta,0.866283,0.054153,-0.794437,0.396549
12,P8,Alpha,0.849884,0.058463,-0.974505,0.503677
12,P8,Beta,0.705442,0.047355,-2.767865,0.339640
12,P8,Total,0.984714,0.042578,NaN,NaN
12,O1,Delta,0.876022,0.034053,-0.909828,0.394962
12,O1,Theta,0.878147,0.047537,-0.787625,0.349113
12,O1,Alpha,0.878438,0.060909,-0.787376,0.500929
12,O1,Beta,0.701085,0.044627,-2.916453,0.325284
12,O1,Total,0.996220,0.040811,NaN,NaN
12,O2,Delta,0.865501,0.041276,-1.314768,0.475357
12,O2,Theta,0.874013,0.057075,-1.135912,0.486200
12,O2,Alpha,0.937257,0.073545,-0.160703,0.633158
12,O2,Beta,0.717406,0.047213,-2.980926,0.400575
12,O2,Total,1.018525,0.051765,NaN,NaN
13,Fp1,Delta,0.844196,0.052024,-0.414061,0.488933
13,Fp1,Theta,0.796453,0.052531,-1.129174,0.370883
13,Fp1,Alpha,0.796981,0.062915,-1.066434,0.533006
13,Fp1,Beta,0.669289,0.045813,-2.673705,0.388898
13,Fp1,Total,0.938673,0.048013,NaN,NaN
13,Fp2,Delta,0.847744,0.054370,-0.383502,0.488027
13,Fp2,Theta,0.800435,0.053361,-1.113689,0.382292
13,Fp2,Alpha,0.797914,0.061244,-1.098359,0.527144
13,Fp2,Beta,0.669710,0.046547,-2.692462,0.387013
13,Fp2,Total,0.941472,0.048899,NaN,NaN
13,F7,Delta,0.823828,0.038623,-0.754082,0.421996
13,F7,Theta,0.812874,0.050598,-0.907998,0.374898
13,F7,Alpha,0.815333,0.062089,-0.892117,0.518324
13,F7,Beta,0.670537,0.046717,-2.656520,0.351726
13,F7,Total,0.939586,0.043354,NaN,NaN
13,F3,Delta,0.828019,0.038125,-0.761328,0.415598
13,F3,Theta,0.817319,0.050981,-0.903908,0.375045
13,F3,Alpha,0.819199,0.061104,-0.894710,0.504470
13,F3,Beta,0.675268,0.047183,-2.661347,0.364941
13,F3,Total,0.943810,0.043079,NaN,NaN
13,Fz,Delta,0.823740,0.036959,-1.037064,0.396705
13,Fz,Theta,0.828106,0.049048,-0.945039,0.357826
13,Fz,Alpha,0.856074,0.065453,-0.555002,0.513078
13,Fz,Beta,0.678681,0.049710,-2.741417,0.362966
13,Fz,Total,0.957464,0.044828,NaN,NaN
13,F4,Delta,0.826712,0.037355,-1.048857,0.415769
13,F4,Theta,0.831471,0.051211,-0.960722,0.376586
13,F4,Alpha,0.861281,0.066081,-0.535667,0.530719
13,F4,Beta,0.684059,0.050841,-2.750909,0.368908
13,F4,Total,0.962434,0.045744,NaN,NaN
13,F8,Delta,0.824580,0.044061,-1.320267,0.449074
13,F8,Theta,0.835546,0.059159,-1.167434,0.449196
13,F8,Alpha,0.901003,0.073834,-0.153381,0.588750
13,F8,Beta,0.699039,0.052922,-2.809179,0.420370
13,F8,Total,0.982282,0.054734,NaN,NaN
13,T7,Delta,0.830783,0.044949,-1.354187,0.484641
13,T7,Theta,0.838020,0.058703,-1.270607,0.451678
13,T7,Alpha,0.915669,0.077953,-0.043985,0.617386
13,T7,Beta,0.707241,0.053468,-2.826529,0.432273
13,T7,Total,0.993197,0.056731,NaN,NaN
13,C3,Delta,0.849895,0.054103,-1.604852,0.599077
13,C3,Theta,0.843805,0.066477,-1.699633,0.550279
13,C3,Alpha,0.972438,0.089630,0.394822,0.699899
13,C3,Beta,0.736655,0.058633,-2.917323,0.509313
13,C3,Total,1.033908,0.069139,NaN,NaN
13,Cz,Delta,0.862529,0.057087,-1.595180,0.568175
13,Cz,Theta,0.852934,0.068344,-1.723470,0.524470
13,Cz,Alpha,0.980309,0.089014,0.422503,0.663882
13,Cz,Beta,0.747129,0.059503,-2.927499,0.493085
13,Cz,Total,1.044912,0.069705,NaN,NaN
13,C4,Delta,0.757401,0.047022,-0.651645,0.413299
13,C4,Theta,0.733527,0.055317,-1.018248,0.349455
13,C4,Alpha,0.741675,0.065023,-0.923850,0.508673
13,C4,Beta,0.608844,0.050440,-2.513346,0.355462
13,C4,Total,0.867752,0.049162,NaN,NaN
13,T8,Delta,0.770012,0.046208,-0.652550,0.430354
13,T8,Theta,0.743786,0.052161,-1.044537,0.333697
13,T8,Alpha,0.754108,0.062095,-0.894986,0.499176
13,T8,Beta,0.621228,0.049143,-2.491437,0.367180
13,T8,Total,0.879558,0.046328,NaN,NaN
13,P7,Delta,0.752416,0.040983,-1.007926,0.389354
13,P7,Theta,0.750273,0.054255,-1.025229,0.362687
13,P7,Alpha,0.778527,0.065430,-0.662410,0.513125
13,P7,Beta,0.639352,0.053429,-2.388067,0.488124
13,P7,Total,0.885458,0.046971,NaN,NaN
13,P3,Delta,0.758476,0.042850,-1.006616,0.386209
13,P3,Theta,0.756274,0.057222,-1.042838,0.345352
13,P3,Alpha,0.787240,0.067789,-0.609900,0.494922
13,P3,Beta,0.647385,0.052752,-2.394680,0.433516
13,P3,Total,0.892769,0.050320,NaN,NaN
13,Pz,Delta,0.775744,0.050781,-1.193273,0.498681
13,Pz,Theta,0.770940,0.064260,-1.290850,0.444045
13,Pz,Alpha,0.845241,0.079537,-0.229774,0.625689
13,Pz,Beta,0.661081,0.053224,-2.620848,0.493096
13,Pz,Total,0.927243,0.059674,NaN,NaN
13,P4,Delta,0.798469,0.051090,-1.299107,0.512324
13,P4,Theta,0.793686,0.067796,-1.387944,0.457780
13,P4,Alpha,0.878327,0.085545,-0.042594,0.638844
13,P4,Beta,0.682311,0.056404,-2.693355,0.465907
13,P4,Total,0.957569,0.064631,NaN,NaN
13,P8,Delta,0.866124,0.036948,-0.786331,0.404810
13,P8,Theta,0.858671,0.054580,-0.827925,0.398586
13,P8,Alpha,0.847922,0.060416,-0.924827,0.515095
13,P8,Beta,0.703157,0.048198,-2.737935,0.351145
13,P8,Total,0.979515,0.043675,NaN,NaN
13,O1,Delta,0.866773,0.034447,-0.930228,0.406425
13,O1,Theta,0.868608,0.048166,-0.822152,0.352298
13,O1,Alpha,0.874660,0.062866,-0.750313,0.512461
13,O1,Beta,0.697510,0.045695,-2.878988,0.337220
13,O1,Total,0.989209,0.042105,NaN,NaN
13,O2,Delta,0.855383,0.041457,-1.327954,0.489862
13,O2,Theta,0.862366,0.057457,-1.177957,0.486404
13,O2,Alpha,0.931519,0.075272,-0.133822,0.641368
13,O2,Beta,0.713298,0.048176,-2.939642,0.408990
13,O2,Total,1.010269,0.052853,NaN,NaN
14,Fp1,Delta,0.833335,0.052339,-0.445833,0.495974
14,Fp1,Theta,0.787453,0.053341,-1.153416,0.370299
14,Fp1,Alpha,0.794471,0.065010,-1.009121,0.543076
14,Fp1,Beta,0.665838,0.046895,-2.644293,0.396338
14,Fp1,Total,0.931629,0.049184,NaN,NaN
14,Fp2,Delta,0.836506,0.054730,-0.416179,0.495621
14,Fp2,Theta,0.791376,0.054147,-1.137199,0.381958
14,Fp2,Alpha,0.795542,0.063232,-1.039434,0.538504
14,Fp2,Beta,0.665895,0.047297,-2.663564,0.394294
14,Fp2,Total,0.934348,0.049897,NaN,NaN
14,F7,Delta,0.812854,0.039122,-0.784186,0.431916
14,F7,Theta,0.803214,0.051221,-0.938919,0.375740
14,F7,Alpha,0.812402,0.064087,-0.841171,0.529250
14,F7,Beta,0.666113,0.047720,-2.625090,0.361848
14,F7,Total,0.932350,0.044634,NaN,NaN
14,F3,Delta,0.816466,0.038534,-0.791383,0.426042
14,F3,Theta,0.807404,0.051647,-0.934885,0.377263
14,F3,Alpha,0.816163,0.063087,-0.843256,0.516006
14,F3,Beta,0.670508,0.048182,-2.630695,0.375614
14,F3,Total,0.936361,0.044298,NaN,NaN
14,Fz,Delta,0.813605,0.037500,-1.058426,0.410051
14,Fz,Theta,0.817829,0.049793,-0.981844,0.360021
14,Fz,Alpha,0.851760,0.067285,-0.520406,0.523522
14,Fz,Beta,0.674709,0.050663,-2.702828,0.373877
14,Fz,Total,0.950068,0.046124,NaN,NaN
14,F4,Delta,0.816087,0.037948,-1.070268,0.428598
14,F4,Theta,0.820791,0.052128,-0.997977,0.379635
14,F4,Alpha,0.856853,0.068206,-0.500885,0.541582
14,F4,Beta,0.679901,0.052074,-2.712958,0.380855
14,F4,Total,0.954705,0.047270,NaN,NaN
14,F8,Delta,0.814456,0.044507,-1.337464,0.465595
14,F8,Theta,0.824619,0.059732,-1.212716,0.450088
14,F8,Alpha,0.896284,0.075727,-0.118967,0.598545
14,F8,Beta,0.695885,0.054010,-2.768241,0.429167
14,F8,Total,0.975003,0.056015,NaN,NaN
14,T7,Delta,0.819682,0.045320,-1.368193,0.496724
14,T7,Theta,0.826217,0.059328,-1.311866,0.453622
14,T7,Alpha,0.909949,0.079735,-0.015369,0.626719
14,T7,Beta,0.702692,0.054459,-2.787597,0.440877
14,T7,Total,0.984848,0.057895,NaN,NaN
14,C3,Delta,0.839435,0.054474,-1.622665,0.613494
14,C3,Theta,0.832564,0.066971,-1.745020,0.551535
14,C3,Alpha,0.966786,0.091604,0.427303,0.710479
14,C3,Beta,0.733863,0.059498,-2.881330,0.517289
14,C3,Total,1.026714,0.070565,NaN,NaN
14,Cz,Delta,0.853128,0.057269,-1.614813,0.584269
14,Cz,Theta,0.842192,0.068846,-1.774847,0.527351
14,Cz,Alpha,0.975524,0.091048,0.461821,0.676706
14,Cz,Beta,0.744962,0.060271,-2.895220,0.500858
14,Cz,Total,1.038768,0.071066,NaN,NaN
14,C4,Delta,0.746066,0.047507,-0.681627,0.422523
14,C4,Theta,0.723753,0.055826,-1.045989,0.350184
14,C4,Alpha,0.738778,0.066352,-0.873131,0.515475
14,C4,Beta,0.603953,0.050883,-2.484952,0.362416
14,C4,Total,0.860209,0.049976,NaN,NaN
14,T8,Delta,0.758881,0.046753,-0.683365,0.438244
14,T8,Theta,0.734548,0.053208,-1.068842,0.336098
14,T8,Alpha,0.750949,0.063854,-0.847403,0.506393
14,T8,Beta,0.616415,0.050195,-2.462172,0.378678
14,T8,Total,0.872265,0.047524,NaN,NaN
14,P7,Delta,0.741707,0.041630,-1.034714,0.397796
14,P7,Theta,0.739466,0.054816,-1.067461,0.363169
14,P7,Alpha,0.774580,0.066633,-0.625162,0.518538
14,P7,Beta,0.636750,0.053960,-2.353668,0.493228
14,P7,Total,0.878069,0.047925,NaN,NaN
14,P3,Delta,0.747502,0.043707,-1.030278,0.395490
14,P3,Theta,0.745234,0.058021,-1.079532,0.346459
14,P3,Alpha,0.782468,0.069464,-0.575956,0.502594
14,P3,Beta,0.643108,0.053515,-2.362307,0.441204
14,P3,Total,0.884676,0.051536,NaN,NaN
14,Pz,Delta,0.763656,0.050658,-1.216610,0.508823
14,Pz,Theta,0.759667,0.064351,-1.333716,0.444325
14,Pz,Alpha,0.840765,0.080474,-0.190118,0.630025
14,Pz,Beta,0.657983,0.053679,-2.583571,0.497286
14,Pz,Total,0.919607,0.060234,NaN,NaN
14,P4,Delta,0.786476,0.051390,-1.321130,0.526388
14,P4,Theta,0.782144,0.068374,-1.437125,0.458467
14,P4,Alpha,0.873616,0.087073,0.001118,0.647435
14,P4,Beta,0.678686,0.056966,-2.660974,0.474278
14,P4,Total,0.950344,0.065623,NaN,NaN
